,Time (s),ID,Route,Next Stop,Current Stop,Direction,Total Distance (Km),Total Energy (KWh),SOC,At Stop,Previous Direction
1139757,27130,1,M9,SOUTH END AV/ALBANY ST,WEST THAMES ST/SOUTH END AV,BATTERY PK CITY via AVENUE C via PK ROW,14.43791666666658,26.56576666666662,0.7102470380952176,False,BATTERY PK CITY via AVENUE C via PK ROW
1140177,27140,1,M9,SOUTH END AV/ALBANY ST,WEST THAMES ST/SOUTH END AV,BATTERY PK CITY via AVENUE C via PK ROW,14.480499999999914,26.64411999999995,0.709687378571408,False,BATTERY PK CITY via AVENUE C via PK ROW
1140597,27150,1,M9,SOUTH END AV/ALBANY ST,WEST THAMES ST/SOUTH END AV,BATTERY PK CITY via AVENUE C via PK ROW,14.523083333333249,26.722473333333284,0.7091277190475984,False,BATTERY PK CITY via AVENUE C via PK ROW
1141017,27160,1,M9,SOUTH END AV/ALBANY ST,WEST THAMES ST/SOUTH END AV,BATTERY PK CITY via AVENUE C via PK ROW,14.56566666666658,26.800826666666616,0.7085680595237888,False,BATTERY PK CITY via AVENUE C via PK ROW
1141437,27170,1,M9,SOUTH END AV/ALBANY ST,WEST THAMES ST/SOUTH END AV,BATTERY PK CITY via AVENUE C via PK ROW,14.608249999999911,26.87917999999995,0.7080083999999792,False,BATTERY PK CITY via AVENUE C via PK ROW
1141857,27180,1,M9,SOUTH END AV/ALBANY ST,WEST THAMES ST/SOUTH END AV,BATTERY PK CITY via AVENUE C via PK ROW,14.650833333333246,26.95753333333328,0.7074487404761697,False,BATTERY PK CITY via AVENUE C via PK ROW
1142277,27190,1,M9,SOUTH END AV/ALBANY ST,WEST THAMES ST/SOUTH END AV,BATTERY PK CITY via AVENUE C via PK ROW,14.69341666666658,27.035886666666613,0.70688908095236,False,BATTERY PK CITY via AVENUE C via PK ROW
1142697,27200,1,M9,SOUTH END AV/ALBANY ST,WEST THAMES ST/SOUTH END AV,BATTERY PK CITY via AVENUE C via PK ROW,14.735999999999912,27.114239999999945,0.7063294214285505,False,BATTERY PK CITY via AVENUE C via PK ROW
1143117,27210,1,M9,SOUTH END AV/ALBANY ST,WEST THAMES ST/SOUTH END AV,BATTERY PK CITY via AVENUE C via PK ROW,14.778583333333245,27.19259333333328,0.7057697619047408,False,BATTERY PK CITY via AVENUE C via PK ROW
1143537,27220,1,M9,SOUTH END AV/ALBANY ST,WEST THAMES ST/SOUTH END AV,BATTERY PK CITY via AVENUE C via PK ROW,14.821166666666578,27.27094666666661,0.7052101023809313,False,BATTERY PK CITY via AVENUE C via PK ROW
1143957,27230,1,M9,SOUTH END AV/ALBANY ST,WEST THAMES ST/SOUTH END AV,BATTERY PK CITY via AVENUE C via PK ROW,14.86374999999991,27.349299999999943,0.7046504428571218,False,BATTERY PK CITY via AVENUE C via PK ROW
1144377,27240,1,M9,SOUTH END AV/ALBANY ST,WEST THAMES ST/SOUTH END AV,BATTERY PK CITY via AVENUE C via PK ROW,14.906333333333244,27.427653333333275,0.7040907833333121,False,BATTERY PK CITY via AVENUE C via PK ROW
1144797,27250,1,M9,SOUTH END AV/ALBANY ST,WEST THAMES ST/SOUTH END AV,BATTERY PK CITY via AVENUE C via PK ROW,14.948916666666577,27.506006666666607,0.7035311238095026,False,BATTERY PK CITY via AVENUE C via PK ROW
1145217,27260,1,M9,SOUTH END AV/ALBANY ST,WEST THAMES ST/SOUTH END AV,BATTERY PK CITY via AVENUE C via PK ROW,14.99149999999991,27.58435999999994,0.7029714642856929,False,BATTERY PK CITY via AVENUE C via PK ROW
1145637,27270,1,M9,SOUTH END AV/ALBANY ST,WEST THAMES ST/SOUTH END AV,BATTERY PK CITY via AVENUE C via PK ROW,15.034083333333244,27.662713333333272,0.7024118047618834,False,BATTERY PK CITY via AVENUE C via PK ROW
1146057,27280,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,15.048999999999907,27.69015999999994,0.7022157642856929,True,BATTERY PK CITY via AVENUE C via PK ROW
1146477,27290,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,15.048999999999907,27.69015999999994,0.7022157642856929,True,BATTERY PK CITY via AVENUE C via PK ROW
1146897,27300,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,15.048999999999907,27.69015999999994,0.7022157642856929,True,BATTERY PK CITY via AVENUE C via PK ROW
1147317,27310,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,15.048999999999907,27.69015999999994,0.7022157642856929,False,BATTERY PK CITY via AVENUE C via PK ROW
1147737,27320,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,15.091583333333242,27.76851333333327,0.7016561047618833,False,BATTERY PK CITY via AVENUE C via PK ROW
1148157,27330,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,15.134166666666577,27.846866666666603,0.7010964452380737,False,BATTERY PK CITY via AVENUE C via PK ROW
1148577,27340,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,15.176749999999908,27.925219999999936,0.7005367857142641,False,BATTERY PK CITY via AVENUE C via PK ROW
1148997,27350,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,15.21933333333324,28.003573333333268,0.6999771261904546,False,BATTERY PK CITY via AVENUE C via PK ROW
1149417,27360,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,15.261916666666574,28.0819266666666,0.699417466666645,False,BATTERY PK CITY via AVENUE C via PK ROW
1149837,27370,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,15.304499999999909,28.160279999999933,0.6988578071428354,False,BATTERY PK CITY via AVENUE C via PK ROW
1150257,27380,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,15.34708333333324,28.238633333333265,0.6982981476190258,False,BATTERY PK CITY via AVENUE C via PK ROW
1150677,27390,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,15.389666666666573,28.3169866666666,0.6977384880952162,False,BATTERY PK CITY via AVENUE C via PK ROW
1151097,27400,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,15.432249999999906,28.39533999999993,0.6971788285714067,False,BATTERY PK CITY via AVENUE C via PK ROW
1151517,27410,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,15.47483333333324,28.473693333333262,0.696619169047597,False,BATTERY PK CITY via AVENUE C via PK ROW
1151937,27420,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,15.517416666666572,28.552046666666595,0.6960595095237875,False,BATTERY PK CITY via AVENUE C via PK ROW
1152357,27430,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,15.559999999999905,28.630399999999927,0.6954998499999778,False,BATTERY PK CITY via AVENUE C via PK ROW
1152777,27440,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,15.602583333333238,28.70875333333326,0.6949401904761683,False,BATTERY PK CITY via AVENUE C via PK ROW
1153197,27450,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,15.64516666666657,28.787106666666592,0.6943805309523587,False,BATTERY PK CITY via AVENUE C via PK ROW
1153617,27460,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,15.687749999999903,28.865459999999924,0.6938208714285491,False,BATTERY PK CITY via AVENUE C via PK ROW
1154037,27470,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,15.730333333333236,28.943813333333257,0.6932612119047395,False,BATTERY PK CITY via AVENUE C via PK ROW
1154457,27480,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,15.77291666666657,29.02216666666659,0.6927015523809299,False,BATTERY PK CITY via AVENUE C via PK ROW
1154877,27490,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,15.815499999999902,29.10051999999992,0.6921418928571204,False,BATTERY PK CITY via AVENUE C via PK ROW
1155297,27500,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,15.858083333333235,29.178873333333254,0.6915822333333108,False,BATTERY PK CITY via AVENUE C via PK ROW
1155717,27510,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,15.900666666666568,29.257226666666583,0.6910225738095012,False,BATTERY PK CITY via AVENUE C via PK ROW
1156137,27520,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,15.9432499999999,29.33557999999992,0.6904629142856916,False,BATTERY PK CITY via AVENUE C via PK ROW
1156557,27530,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,15.985833333333234,29.41393333333325,0.689903254761882,False,BATTERY PK CITY via AVENUE C via PK ROW
1156977,27540,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.02841666666657,29.492286666666583,0.6893435952380724,False,BATTERY PK CITY via AVENUE C via PK ROW
1157397,27550,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.070999999999902,29.57063999999992,0.6887839357142629,False,BATTERY PK CITY via AVENUE C via PK ROW
1157817,27560,1,M9,WARREN ST/GREENWICH ST,SOUTH END AV/ALBANY ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.113583333333235,29.648993333333248,0.6882242761904532,False,BATTERY PK CITY via AVENUE C via PK ROW
1158237,27570,1,M9,WARREN ST/CHURCH ST,WARREN ST/GREENWICH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.1229999999999,29.66631999999992,0.6881005214285485,True,BATTERY PK CITY via AVENUE C via PK ROW
1158657,27580,1,M9,WARREN ST/CHURCH ST,WARREN ST/GREENWICH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.1229999999999,29.66631999999992,0.6881005214285485,True,BATTERY PK CITY via AVENUE C via PK ROW
1159077,27590,1,M9,WARREN ST/CHURCH ST,WARREN ST/GREENWICH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.1229999999999,29.66631999999992,0.6881005214285485,True,BATTERY PK CITY via AVENUE C via PK ROW
1159497,27600,1,M9,WARREN ST/CHURCH ST,WARREN ST/GREENWICH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.1229999999999,29.66631999999992,0.6881005214285485,False,BATTERY PK CITY via AVENUE C via PK ROW
1159917,27610,1,M9,WARREN ST/CHURCH ST,WARREN ST/GREENWICH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.165583333333235,29.74467333333325,0.687540861904739,False,BATTERY PK CITY via AVENUE C via PK ROW
1160337,27620,1,M9,WARREN ST/CHURCH ST,WARREN ST/GREENWICH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.208166666666568,29.823026666666586,0.6869812023809293,False,BATTERY PK CITY via AVENUE C via PK ROW
1160757,27630,1,M9,WARREN ST/CHURCH ST,WARREN ST/GREENWICH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.2507499999999,29.901379999999914,0.6864215428571198,False,BATTERY PK CITY via AVENUE C via PK ROW
1161177,27640,1,M9,WARREN ST/CHURCH ST,WARREN ST/GREENWICH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.293333333333234,29.979733333333247,0.6858618833333102,False,BATTERY PK CITY via AVENUE C via PK ROW
1161597,27650,1,M9,WARREN ST/CHURCH ST,WARREN ST/GREENWICH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.335916666666566,30.05808666666658,0.6853022238095006,False,BATTERY PK CITY via AVENUE C via PK ROW
1162017,27660,1,M9,WARREN ST/CHURCH ST,WARREN ST/GREENWICH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.3784999999999,30.13643999999991,0.684742564285691,False,BATTERY PK CITY via AVENUE C via PK ROW
1162437,27670,1,M9,PARK ROW/BEEKMAN ST,WARREN ST/CHURCH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.3899999999999,30.15759999999991,0.6845914285714053,True,BATTERY PK CITY via AVENUE C via PK ROW
1162857,27680,1,M9,PARK ROW/BEEKMAN ST,WARREN ST/CHURCH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.3899999999999,30.15759999999991,0.6845914285714053,True,BATTERY PK CITY via AVENUE C via PK ROW
1163277,27690,1,M9,PARK ROW/BEEKMAN ST,WARREN ST/CHURCH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.3899999999999,30.15759999999991,0.6845914285714053,True,BATTERY PK CITY via AVENUE C via PK ROW
1163697,27700,1,M9,PARK ROW/BEEKMAN ST,WARREN ST/CHURCH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.3899999999999,30.15759999999991,0.6845914285714053,False,BATTERY PK CITY via AVENUE C via PK ROW
1164117,27710,1,M9,PARK ROW/BEEKMAN ST,WARREN ST/CHURCH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.432583333333234,30.23595333333324,0.6840317690475958,False,BATTERY PK CITY via AVENUE C via PK ROW
1164537,27720,1,M9,PARK ROW/BEEKMAN ST,WARREN ST/CHURCH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.475166666666567,30.31430666666657,0.6834721095237861,False,BATTERY PK CITY via AVENUE C via PK ROW
1164957,27730,1,M9,PARK ROW/BEEKMAN ST,WARREN ST/CHURCH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.5177499999999,30.392659999999907,0.6829124499999766,False,BATTERY PK CITY via AVENUE C via PK ROW
1165377,27740,1,M9,PARK ROW/BEEKMAN ST,WARREN ST/CHURCH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.560333333333233,30.47101333333324,0.6823527904761669,False,BATTERY PK CITY via AVENUE C via PK ROW
1165797,27750,1,M9,PARK ROW/BEEKMAN ST,WARREN ST/CHURCH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.602916666666566,30.54936666666657,0.6817931309523574,False,BATTERY PK CITY via AVENUE C via PK ROW
1166217,27760,1,M9,PARK ROW/BEEKMAN ST,WARREN ST/CHURCH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.6454999999999,30.627719999999904,0.6812334714285478,False,BATTERY PK CITY via AVENUE C via PK ROW
1166637,27770,1,M9,PARK ROW/BEEKMAN ST,WARREN ST/CHURCH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.688083333333232,30.70607333333324,0.6806738119047382,False,BATTERY PK CITY via AVENUE C via PK ROW
1167057,27780,1,M9,PARK ROW/BEEKMAN ST,WARREN ST/CHURCH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.730666666666565,30.78442666666657,0.6801141523809286,False,BATTERY PK CITY via AVENUE C via PK ROW
1167477,27790,1,M9,PARK ROW/BEEKMAN ST,WARREN ST/CHURCH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.773249999999898,30.8627799999999,0.679554492857119,False,BATTERY PK CITY via AVENUE C via PK ROW
1167897,27800,1,M9,PARK ROW/BEEKMAN ST,WARREN ST/CHURCH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.81583333333323,30.941133333333237,0.6789948333333095,False,BATTERY PK CITY via AVENUE C via PK ROW
1168317,27810,1,M9,PARK ROW/BEEKMAN ST,WARREN ST/CHURCH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.858416666666564,31.01948666666657,0.6784351738094999,False,BATTERY PK CITY via AVENUE C via PK ROW
1168737,27820,1,M9,PARK ROW/BEEKMAN ST,WARREN ST/CHURCH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.900999999999897,31.0978399999999,0.6778755142856903,False,BATTERY PK CITY via AVENUE C via PK ROW
1169157,27830,1,M9,PARK ROW/BEEKMAN ST,WARREN ST/CHURCH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.94358333333323,31.17619333333323,0.6773158547618807,False,BATTERY PK CITY via AVENUE C via PK ROW
1169577,27840,1,M9,PARK ROW/BEEKMAN ST,WARREN ST/CHURCH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,16.986166666666563,31.254546666666563,0.6767561952380711,False,BATTERY PK CITY via AVENUE C via PK ROW
1169997,27850,1,M9,PARK ROW/BEEKMAN ST,WARREN ST/CHURCH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,17.028749999999896,31.332899999999896,0.6761965357142615,False,BATTERY PK CITY via AVENUE C via PK ROW
1170417,27860,1,M9,PARK ROW/BEEKMAN ST,WARREN ST/CHURCH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,17.07133333333323,31.411253333333228,0.675636876190452,False,BATTERY PK CITY via AVENUE C via PK ROW
1170837,27870,1,M9,PARK ROW/BEEKMAN ST,WARREN ST/CHURCH ST,KIPS BAY 1 AV - 26 ST via AVENUE C,17.11391666666656,31.48960666666656,0.6750772166666423,False,BATTERY PK CITY via AVENUE C via PK ROW
1171257,27880,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,17.143999999999895,31.544959999999893,0.6746818428571185,True,BATTERY PK CITY via AVENUE C via PK ROW
1171677,27890,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,17.143999999999895,31.544959999999893,0.6746818428571185,True,BATTERY PK CITY via AVENUE C via PK ROW
1172097,27900,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,17.143999999999895,31.544959999999893,0.6746818428571185,True,BATTERY PK CITY via AVENUE C via PK ROW
1172517,27910,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,17.143999999999895,31.544959999999893,0.6746818428571185,False,BATTERY PK CITY via AVENUE C via PK ROW
1172937,27920,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,17.18658333333323,31.623313333333225,0.674122183333309,False,BATTERY PK CITY via AVENUE C via PK ROW
1173357,27930,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,17.22916666666656,31.70166666666656,0.6735625238094993,False,BATTERY PK CITY via AVENUE C via PK ROW
1173777,27940,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,17.271749999999894,31.78001999999989,0.6730028642856898,False,BATTERY PK CITY via AVENUE C via PK ROW
1174197,27950,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,17.314333333333227,31.858373333333223,0.6724432047618802,False,BATTERY PK CITY via AVENUE C via PK ROW
1174617,27960,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,17.35691666666656,31.936726666666555,0.6718835452380706,False,BATTERY PK CITY via AVENUE C via PK ROW
1175037,27970,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,17.399499999999893,32.01507999999989,0.671323885714261,False,BATTERY PK CITY via AVENUE C via PK ROW
1175457,27980,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,17.442083333333226,32.09343333333322,0.6707642261904514,False,BATTERY PK CITY via AVENUE C via PK ROW
1175877,27990,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,17.48466666666656,32.17178666666656,0.6702045666666419,False,BATTERY PK CITY via AVENUE C via PK ROW
1176297,28000,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,17.527249999999892,32.25013999999989,0.6696449071428323,False,BATTERY PK CITY via AVENUE C via PK ROW
1176717,28010,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,17.569833333333225,32.32849333333322,0.6690852476190227,False,BATTERY PK CITY via AVENUE C via PK ROW
1177137,28020,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,17.612416666666558,32.40684666666655,0.6685255880952131,False,BATTERY PK CITY via AVENUE C via PK ROW
1177557,28030,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,17.65499999999989,32.485199999999885,0.6679659285714035,False,BATTERY PK CITY via AVENUE C via PK ROW
1177977,28040,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,17.697583333333224,32.56355333333322,0.6674062690475939,False,BATTERY PK CITY via AVENUE C via PK ROW
1178397,28050,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,17.740166666666557,32.64190666666655,0.6668466095237844,False,BATTERY PK CITY via AVENUE C via PK ROW
1178817,28060,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,17.78274999999989,32.72025999999988,0.6662869499999747,False,BATTERY PK CITY via AVENUE C via PK ROW
1179237,28070,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,17.825333333333223,32.798613333333215,0.6657272904761652,False,BATTERY PK CITY via AVENUE C via PK ROW
1179657,28080,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,17.867916666666556,32.87696666666655,0.6651676309523555,False,BATTERY PK CITY via AVENUE C via PK ROW
1180077,28090,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,17.91049999999989,32.95531999999988,0.664607971428546,False,BATTERY PK CITY via AVENUE C via PK ROW
1180497,28100,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,17.953083333333222,33.03367333333321,0.6640483119047365,False,BATTERY PK CITY via AVENUE C via PK ROW
1180917,28110,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,17.995666666666555,33.112026666666544,0.6634886523809268,False,BATTERY PK CITY via AVENUE C via PK ROW
1181337,28120,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,18.038249999999888,33.19037999999988,0.6629289928571173,False,BATTERY PK CITY via AVENUE C via PK ROW
1181757,28130,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,18.08083333333322,33.26873333333321,0.6623693333333076,False,BATTERY PK CITY via AVENUE C via PK ROW
1182177,28140,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,18.123416666666557,33.34708666666654,0.6618096738094981,False,BATTERY PK CITY via AVENUE C via PK ROW
1182597,28150,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,18.165999999999887,33.425439999999874,0.6612500142856885,False,BATTERY PK CITY via AVENUE C via PK ROW
1183017,28160,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,18.20858333333322,33.503793333333206,0.6606903547618789,False,BATTERY PK CITY via AVENUE C via PK ROW
1183437,28170,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,18.251166666666556,33.58214666666654,0.6601306952380693,False,BATTERY PK CITY via AVENUE C via PK ROW
1183857,28180,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,18.29374999999989,33.66049999999987,0.6595710357142597,False,BATTERY PK CITY via AVENUE C via PK ROW
1184277,28190,1,M9,PARK ROW/ST JAMES PL,PARK ROW/BEEKMAN ST,KIPS BAY 1 AV - 26 ST via AVENUE C,18.33633333333322,33.7388533333332,0.6590113761904501,False,BATTERY PK CITY via AVENUE C via PK ROW
