,Time (s),ID,Route,Next Stop,Current Stop,Direction,Total Distance (Km),Total Energy (KWh),SOC,At Stop,Previous Direction
1896597,45150,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1897017,45160,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1897437,45170,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1897857,45180,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1898277,45190,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1898697,45200,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1899117,45210,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1899537,45220,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1899957,45230,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1900377,45240,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1900797,45250,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1901217,45260,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1901637,45270,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1902057,45280,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1902477,45290,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1902897,45300,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1903317,45310,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1903737,45320,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1904157,45330,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1904577,45340,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1904997,45350,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1905417,45360,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1905837,45370,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1906257,45380,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1906677,45390,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1907097,45400,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1907517,45410,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1907937,45420,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1908357,45430,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1908777,45440,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1909197,45450,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1909617,45460,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1910037,45470,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1910457,45480,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1910877,45490,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1911297,45500,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1911717,45510,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1912137,45520,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1912557,45530,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1912977,45540,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1913397,45550,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1913817,45560,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1914237,45570,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1914657,45580,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1915077,45590,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1915497,45600,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1915917,45610,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1916337,45620,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1916757,45630,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1917177,45640,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1917597,45650,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1918017,45660,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1918437,45670,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1918857,45680,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1919277,45690,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1919697,45700,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1920117,45710,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1920537,45720,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1920957,45730,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1921377,45740,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1921797,45750,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1922217,45760,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1922637,45770,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1923057,45780,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1923477,45790,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1923897,45800,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1924317,45810,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1924737,45820,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1925157,45830,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1925577,45840,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1925997,45850,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1926417,45860,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1926837,45870,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1927257,45880,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1927677,45890,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1928097,45900,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1928517,45910,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1928937,45920,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1929357,45930,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1929777,45940,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1930197,45950,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1930617,45960,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1931037,45970,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1931457,45980,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1931877,45990,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1932297,46000,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1932717,46010,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1933137,46020,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1933557,46030,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1933977,46040,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1934397,46050,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1934817,46060,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1935237,46070,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1935657,46080,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1936077,46090,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1936497,46100,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1936917,46110,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1937337,46120,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1937757,46130,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1938177,46140,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1938597,46150,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1939017,46160,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1939437,46170,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1939857,46180,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1940277,46190,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1940697,46200,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1941117,46210,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1941537,46220,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1941957,46230,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1942377,46240,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1942797,46250,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1943217,46260,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1943637,46270,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1944057,46280,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1944477,46290,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1944897,46300,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1945317,46310,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1945737,46320,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1946157,46330,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1946577,46340,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
1946997,46350,1,M9,E 29 ST/2 AV,Michael J. Quill Depot (MQ),BATTERY PK CITY via AVENUE C via PK ROW,31.811999999999784,58.53407999999959,0.9008673683973374,False,BATTERY PK CITY via AVENUE C via PK ROW
